	Chrom	Gene	Strand	Start	End	Position	p-value	Ratio Difference	Absolute ratio difference	n1: rna	n2: rna	N1: rna	N2: rna
162	chr1	CRYZ	-	74705485	74706457	74705801	0.9801996766753907	-0.00672757002752028	0.00672757002752028	199.90822784810126	248.43037974683546	201.1996951219512	243.39634146341461
163	chr1	CRYZL2P-SEC16B	-	177928787	177929929	177929852	0.08712649163206253	-0.46250321009162354	0.46250321009162354	0.8619718309859155	2.6938967136150236	11.922077922077921	2.3896103896103895
164	chr1	CSDE1	-	114716915	114718216	114717309	0.09218867407181261	0.045128234475231066	0.045128234475231066	302.48477157360406	275.8096446700508	644.8765159867696	730.194046306505
165	chr1	CSF1	+	109925146	109930992	109926924	0.9581439623137018	0.009250013824041337	0.009250013824041337	367.70034414945917	230.99803343166175	126.69178852643421	83.50224971878512
166	chr1	CTBS	-	84549610	84555199	84553627	0.5865916963036732	0.035198347692961186	0.035198347692961186	4.347025143141648	4.825242718446602	54.9529262086514	121.7970737913486
167	chr1	CTH	+	70439100	70439851	70439190	0.1350513229816129	-0.14732726581787053	0.14732726581787053	3.5930408472012103	19.09984871406959	38.166666666666664	62.74444444444444
168	chr1	CTPS1	+	41010160	41012565	41010236	0.703071629575625	0.017387261262895637	0.017387261262895637	187.90296264491198	102.29454701588665	769.9605263157895	469.88157894736844
169	chr1	CTRC	+	15446574	15449242	15447956	0.6093919642638347	0.9646666959832527	0.9646666959832527	0.16640746500777606	0.038880248833592534	0.0	1.06150506512301
170	chr1	CTSS	-	150730187	150733145	150733095	0.35593804198376183	-0.9051214077520222	0.9051214077520222	0.672971114167813	0.3005502063273728	6.42	0.0
171	chr1	CTTNBP2NL	+	112455930	112461164	112460217	0.24017742841260892	0.1219628494933559	0.1219628494933559	12.03273495248152	4.878563885955649	42.63750874737579	44.83484954513646
172	chr1	CYB5RL	-	54169650	54174822	54173192	0.9410340541621526	0.028747163677694698	0.028747163677694698	32.20609824957651	47.15556182947487	28.268711656441717	46.442944785276076
173	chr1	CZIB	-	53214098	53214736	53214492	0.2578061258167999	-0.04407393675561461	0.04407393675561461	202.3197969543147	300.70558375634516	373.39344262295083	459.61475409836066
174	chr1	DAP3	+	155738156	155739010	155738517	0.882008661345903	-0.004258577193728415	0.004258577193728415	70.57809330628804	82.4685598377282	1292.02216066482	1388.7340720221607
175	chr1	DBT	-	100186918	100196422	100194782	0.5915259646982689	0.0866555602882868	0.0866555602882868	22.879069175991862	17.05353509664293	39.28902439024391	43.55670731707316
176	chr1	DCAF6	+	168075370	168075836	168075440	0.01774936417453082	0.07611722034483243	0.07611722034483243	204.7348484848485	176.22727272727272	370.7285714285715	453.92857142857144
177	chr1	DCAF8	-	160215719	160217708	160216676	0.9954980116067871	0.0029792421942768654	0.0029792421942768654	191.2027168234065	236.50261233019853	256.77228682170545	321.50193798449607
178	chr1	DCLRE1B	+	113911130	113914086	113912448	0.6025428978065629	0.04672050153447199	0.04672050153447199	78.56715506715507	61.06959706959707	140.84597875569045	135.06980273141122
179	chr1	DDAH1	-	85318484	85321568	85320642	0.4072366006742115	-0.04116909750825859	0.04116909750825859	337.8058387395737	295.9740500463392	176.98164146868248	128.43844492440604
180	chr1	DDI2	+	15656616	15669044	15660841	0.5252508679720332	-0.10399381429003118	0.10399381429003118	32.84798244544679	35.722662440570524	15.471242603550294	9.853254437869822
181	chr1	DDR2	+	162780111	162787405	162780443	0.5211480525943284	-0.05380042732685664	0.05380042732685664	66.81039931054295	89.78899741453606	128.6987951807229	137.22289156626505
182	chr1	DDX20	+	111765736	111768000	111766234	0.07560693374768111	-0.09977539976853361	0.09977539976853361	79.62797281993205	68.74631936579841	208.74096385542168	114.13453815261043
183	chr1	DDX59	-	200640804	200641256	200640883	0.7357001969898049	0.06872993974163533	0.06872993974163533	44.063291139240505	33.48101265822785	18.310991957104562	19.02144772117962
184	chr1	DDX59	-	200644036	200644517	200644385	0.5061567628018793	-0.05093277484307607	0.05093277484307607	73.35816618911174	136.04011461318052	129.06060606060606	193.08333333333334
185	chr1	DEDD	-	161120973	161122523	161121346	0.10869151803925635	-0.05517412896645213	0.05517412896645213	94.2520107238606	139.68364611260054	382.7340696686491	412.92098555649966
186	chr1	DEGS1	+	224191091	224193441	224192549	0.5625770760709956	-0.021852442333434086	0.021852442333434086	784.6872197309417	632.4293721973094	315.9451303155006	228.25925925925924
187	chr1	DENND1B	-	197504747	197510972	197507257	0.7175495566229309	-0.18307494385349926	0.18307494385349926	4.977689243027888	5.301195219123506	6.599730820995963	3.3464333781965
188	chr1	DENND1B	-	197734008	197735796	197734492	0.6148800173248994	-0.16076162875318759	0.16076162875318759	1.5805785123966942	4.605371900826446	10.009969325153374	10.894171779141104
189	chr1	DENND2C	-	114582849	114585631	114584912	0.9576924594335035	-0.16765100615582018	0.16765100615582018	0.08628211342704799	2.3480368395540476	0.5897079276773296	5.603616133518775
190	chr1	DEPDC1	-	68474151	68477069	68475277	0.61094335591087	-0.05034521171808454	0.05034521171808454	91.23801065719361	96.93339253996447	107.28180803571429	93.15569196428572
191	chr1	DESI2	+	244705555	244709033	244707336	0.7343330125052082	-0.028323502368453157	0.028323502368453157	232.60695344725988	190.3258691809075	203.98371701291413	148.87310499719263
192	chr1	DFFA	-	10456521	10463209	10459941	0.10539821955838169	-0.05363746510266043	0.05363746510266043	431.47251461988304	496.01666666666665	249.67319461444305	225.8941248470012
193	chr1	DHCR24	-	54849626	54852386	54850407	0.802741770605242	-0.01346800354545541	0.01346800354545541	1138.683738796415	411.37516005121637	1189.1419909044973	407.0702374936837
194	chr1	DHX9	+	182887082	182887982	182887436	0.0019195206798857383	0.09751139737973769	0.09751139737973769	480.7985347985348	279.8296703296703	307.1497175141243	265.98870056497174
195	chr1	DIPK1A	-	92842166	92844195	92843318	0.4411591736986109	0.18243919703800976	0.18243919703800976	14.61111111111111	6.909722222222222	13.922462941847204	14.052451539338655
196	chr1	DIRAS3	-	68045961	68047362	68046840	0.3539709321076738	0.2824564854253417	0.2824564854253417	7.536973833902161	3.9829351535836177	5.245210727969349	8.982758620689655
197	chr1	DISC1	+	231701954	231702661	231701975	0.06408359815381583	-0.9182098765432098	0.9182098765432098	1.0816326530612246	0.8046647230320699	12.142857142857142	0.0
198	chr1	DISC1	+	231958827	232009654	231958881	0.9671967838108502	-0.01040888025524505	0.01040888025524505	0.0462056604888425	0.0550686388434798	15.11111111111111	4.037037037037037
199	chr1	DMBX1	+	46512042	46516216	46514237	0.7914465645868005	-0.3128180113940421	0.3128180113940421	0.10308236483072258	1.3132895401718039	1.301138952164009	2.0870159453302963
200	chr1	DNAH14	+	224967679	224967924	224967800	0.02218024510615616	0.24119632391206267	0.24119632391206267	32.70967741935484	11.612903225806452	38.049586776859506	40.917355371900825
201	chr1	DNAH14	+	224968758	224969832	224969557	0.6787648151032593	0.12905491825498128	0.12905491825498128	11.403636363636364	20.003636363636364	4.599499374217773	14.27659574468085
202	chr1	DNAI4	-	66812884	66814180	66813148	0.11829850784835115	0.5973206737334981	0.5973206737334981	4.606060606060606	2.727272727272727	0.0	4.045542635658915
203	chr1	DNAJB4	+	78016013	78017964	78016976	0.3235049806454289	-0.04542628414969885	0.04542628414969885	218.8593117408907	200.26417004048582	363.3748701973001	275.05919003115264
204	chr1	DNAJC16	+	15567777	15571733	15568798	0.3665094011935719	-0.08635967508141817	0.08635967508141817	62.78534923339012	59.93628620102215	88.33692458374142	59.50146914789422
205	chr1	DNAJC6	+	65412923	65415871	65414983	0.7882762266423515	-0.16662687445646857	0.16662687445646857	1.8581081081081081	4.885135135135135	4.668932038834951	5.939320388349515
206	chr1	DNAJC8	-	28200277	28201370	28200571	0.0016566014356301888	-0.025494793823212212	0.025494793823212212	34.15986394557823	44.006802721088434	1558.0675844806008	893.3266583229037
207	chr1	DNALI1	+	37565025	37566857	37566551	0.6637282443626831	0.08219284387796622	0.08219284387796622	15.800653594771243	15.447712418300654	0.5347313237221503	2.0058977719528173
208	chr1	DNTTIP2	-	93866283	93869944	93869221	0.8998929995274053	-0.01983856720558108	0.01983856720558108	1.0408441116405718	1.281143635125936	40.91009681881051	27.41217150760719
209	chr1	DOCK7	-	62454725	62455456	62454955	0.9289572714530983	0.022502808701355723	0.022502808701355723	2.5956521739130434	1.108695652173913	36.958083832335326	24.602794411177644
210	chr1	DOCK7	-	62584101	62584878	62584638	0.3843325917812602	-0.5888761135298664	0.5888761135298664	0.2849162011173184	2.659217877094972	1.9125	1.0416666666666665
211	chr1	DPH2	+	43972414	43973369	43973192	0.5279572523452243	0.03348121749716848	0.03348121749716848	308.03389830508473	191.19209039548022	387.1491002570694	275.56683804627244
212	chr1	DPH5	-	100989622	100990631	100990079	0.3574216474703879	-0.03927183220221317	0.03927183220221317	22.312910284463896	35.07002188183807	227.54891304347825	237.69384057971016
213	chr1	DPYD	-	97077742	97079146	97078538	0.7748057657600598	0.09223615888187531	0.09223615888187531	15.559045226130653	18.03894472361809	10.111842105263158	17.06578947368421
214	chr1	DPYD	-	97719757	97720926	97720324	0.5651696755636664	0.1125924615280075	0.1125924615280075	15.75485008818342	39.17107583774251	13.617940199335546	53.26079734219269
215	chr1	DR1	+	93360492	93369493	93362573	0.39585781841602447	-0.027062378164391332	0.027062378164391332	16.49523121387283	20.141473988439305	315.19654012493993	242.14127823161942
216	chr1	DRAM2	-	111117162	111118267	111117923	0.12099726455891842	0.04910405630945254	0.04910405630945254	67.04599211563732	57.78712220762155	326.2732558139535	418.3837209302326
217	chr1	DRAXIN	+	11719583	11725857	11721591	0.758584159842363	-0.13835405036841264	0.13835405036841264	1.8302859821847164	23.64369432723863	5.688745019920319	38.28735059760956
218	chr1	DSTYK	-	205142504	205147745	205143326	0.06497983497514863	-0.1186108859752879	0.1186108859752879	77.58394160583941	166.17761557177616	67.66055668703325	88.39465942520931
219	chr1	DTL	+	212102841	212105013	212104393	0.9932877990090048	0.00803866664517805	0.00803866664517805	49.41290322580645	49.519354838709674	53.581829896907216	55.45618556701031
220	chr1	DUSP10	-	221701423	221702677	221702045	0.10416363432856174	-0.28954706636116406	0.28954706636116406	4.127009646302251	21.414790996784564	14.8876582278481	20.85759493670886
221	chr1	DUSP12	+	161756785	161757238	161757147	0.39933108467477146	-0.019474458550060948	0.019474458550060948	14.285714285714286	26.945054945054945	379.3646408839779	456.24585635359114
222	chr1	DUSP23	+	159782152	159782543	159782431	0.004855010784566399	0.13149128773644891	0.13149128773644891	129.82142857142858	59.357142857142854	205.20788530465947	172.50537634408602
223	chr1	DYRK3	+	206647387	206655158	206653964	0.18597260196639526	-0.08832270481705959	0.08832270481705959	32.0787269681742	76.70268006700168	107.07313364755967	163.85540519993918
224	chr1	E2F2	-	23506437	23510148	23508873	0.9889435893516668	-0.007561276008876905	0.007561276008876905	119.04105090311987	111.25697865353038	65.72862745098041	59.427450980392166
225	chr1	EBNA1BP2	-	43164173	43164493	43164333	0.3860164299560033	0.015914523557188837	0.015914523557188837	411.41875	216.925	2202.38125	1316.24375
226	chr1	ECHDC2	-	52895909	52896597	52896238	0.0026214992181063184	0.06886535882629971	0.06886535882629971	41.048632218844986	39.130699088145896	264.81615598885793	559.7493036211699
227	chr1	EDARADD	+	236482266	236484930	236483828	0.9088138704193792	0.10575280102997126	0.10575280102997126	4.745009074410163	3.395644283121597	4.280409731113956	4.689500640204867
228	chr1	EDEM3	-	184690236	184694472	184693681	0.07797351693484536	-0.13093302525164097	0.13093302525164097	72.24150943396226	95.45079825834543	69.56131479140329	53.60176991150442
229	chr1	EEIG2	+	108635107	108639322	108636732	0.25667468442272745	0.12465326922000364	0.12465326922000364	33.13397683397683	35.874517374517374	37.21476923076922	67.70646153846153
230	chr1	EFCAB14	-	46675158	46678636	46676812	0.8724275144155329	-0.02025979746017753	0.02025979746017753	116.18681983071342	140.67351874244255	182.1551535087719	202.68256578947367
231	chr1	EFCAB2	+	245087244	245087837	245087632	0.00024007903217437967	0.2609302967205834	0.2609302967205834	39.53170731707317	13.463414634146341	58.943298969072174	82.35567010309278
232	chr1	EFCAB2	+	245121919	245125228	245123102	0.429316102180445	-0.13715887528736334	0.13715887528736334	7.975540921919097	11.103480714957668	30.786982248520708	21.276415891800504
233	chr1	EFCAB7	+	63572441	63572693	63572580	0.9997255972760011	0.0024320884150991207	0.0024320884150991207	19.56637168141593	36.902654867256636	15.402877697841724	29.33812949640288
234	chr1	EGLN1	-	231363755	231367636	231366338	0.058534894172601167	-0.07476184808019293	0.07476184808019293	279.07084785133566	268.2036391792489	95.94144838212634	59.30277349768875
235	chr1	EIF2B3	-	44850521	44851003	44850859	0.822077312180795	0.03616633014843121	0.03616633014843121	9.266272189349113	2.559171597633136	78.16666666666667	34.09722222222222
236	chr1	EIF4G3	-	20806291	20807500	20806902	0.853671662757249	0.03919712241985973	0.03919712241985973	36.71849427168576	20.49427168576105	76.52173913043478	51.40133779264214
237	chr1	ELAPOR1	+	109202912	109206781	109204678	0.804678455776666	0.56451823904705	0.56451823904705	0.3880171184022825	0.19400855920114124	0.11551528878822193	0.7474518686296716
238	chr1	ELK4	-	205607942	205616644	205612501	0.6499506187773072	0.07264475976406515	0.07264475976406515	47.27703443737662	44.94494406668129	29.500362056480803	37.80786869418296
239	chr1	ELK4	-	205619267	205620838	205619737	0.698101938127889	0.02400074005818057	0.02400074005818057	2.7680851063829786	0.7893617021276595	71.06267029972751	57.718437783832876
240	chr1	ELOA	+	23759511	23762059	23759544	0.07107946248355546	-0.05967150568896967	0.05967150568896967	191.29662027833	175.8831013916501	525.1515151515151	362.51515151515156
241	chr1	EMC1	-	19215659	19219482	19218237	0.004621986288981254	0.07834320092494898	0.07834320092494898	137.74359968968193	102.90884406516679	415.6819277108434	500.48674698795173
242	chr1	ENAH	-	225486828	225497812	225497111	0.708677703261966	0.018692246042858546	0.018692246042858546	83.00875230963726	55.66887095205679	470.3223965763195	368.23537803138373
243	chr1	ENSA	-	150621245	150622859	150622162	0.8821908725193999	0.006060513736376172	0.006060513736376172	62.87131952017448	42.55616139585605	888.0717360114778	666.0731707317074
244	chr1	EPB41	+	29069165	29072573	29071279	0.904369957990232	-0.24488851017505087	0.24488851017505087	0.2758887171561051	0.7882534775888718	1.0614947965941344	0.9588457899716177
245	chr1	EPHB2	+	22913461	22921500	22915756	0.9997392106873737	-0.011608284731998826	0.011608284731998826	0.0	0.008878830083565459	0.044444444444444446	0.7559912854030502
246	chr1	EPHX4	+	92063054	92063538	92063410	0.1748021628802795	-0.6674672810156366	0.6674672810156366	0.0	1.1953125	4.179775280898877	0.595505617977528
247	chr1	EPS15	-	51354262	51356846	51355257	0.09206017692014948	-0.12385043459954526	0.12385043459954526	15.280402010050251	56.484422110552764	72.11453744493392	132.62051604782883
248	chr1	ERO1B	-	236215100	236218576	236218404	0.048987747859040975	-0.44338446875641535	0.44338446875641535	4.211864406779661	15.292070217917676	6.523255813953488	3.0058139534883708
249	chr1	ERRFI1	-	8011726	8014396	8012247	0.015487667284269218	-0.038289127064877915	0.038289127064877915	874.2495201535509	1711.1036468330135	1295.7189390414146	2167.4113541181946
250	chr1	ETNK2	-	204131061	204134694	204132434	0.8190017676628398	-0.02434411849626772	0.02434411849626772	79.02694828841952	108.12818645302258	8.233628318584067	8.140265486725667
251	chr1	EVI5	-	92508695	92513970	92509735	0.27849638820615985	0.27053085335421934	0.27053085335421934	13.727884615384616	4.718269230769231	9.023140495867766	9.456434474616293
252	chr1	EXOC8	-	231332752	231337852	231334604	0.47292522755621713	-0.08177852625485071	0.08177852625485071	54.17170626349892	69.15820734341253	51.27863300492611	46.97721674876847
253	chr1	EYA3	-	27977269	27977389	27977289	0.0783839393393197	-0.3499817186283811	0.3499817186283811	5.65	19.0	10.679999999999998	8.3
