	Chrom	Gene	Strand	Start	End	Positions
413	chr21	IFNAR1	+	33355315	33359864	[33356027, 33359253, 33359755]
414	chr21	WDR4	-	42843093	42850242	[42843093, 42843430, 42849424]
415	chr21	LRRC3	+	44456497	44462196	[44458840, 44462169]
416	chr21	C21orf91	-	17788973	17793581	[17788973, 17793066]
417	chr21	NDUFV3	+	42908863	42913299	[42909347]
418	chr21	NCAM2	+	21537845	21543329	[21539968, 21540179]
419	chr21	SUMO3	-	44805616	44807040	[44805618, 44806683, 44806295]
420	chr21	CFAP298	-	32599353	32603292	[32601681, 32603164, 32601793, 32601990, 32602272]
421	chr21	PCNT	+	46445283	46445769	[46445768, 46445509]
422	chr21	PAXBP1	-	32733898	32735067	[32733920, 32734339]
423	chr21	PAXBP1	-	32741338	32741622	[32741340]
424	chr21	BTG3	-	17593652	17594332	[17593672, 17593993]
425	chr21	U2AF1	-	43092955	43093249	[43092966]
426	chr21	RRP1B	+	43693189	43696079	[43696064, 43695813]
427	chr21	LOC102724159	-	5130870	5131455	[5130899]
428	chr21	CBS	-	43053190	43053983	[43053193]
429	chr21	IFNAR2-IL10RB	+	33296183	33297221	[33296954, 33297214, 33297070]
430	chr21	TIAM1	-	31118417	31120837	[31118442]
431	chr21	POFUT2	-	45263934	45267713	[45264228, 45263939]
432	chr21	PSMG1	-	39174768	39175664	[39175459, 39175598]
433	chr21	SCAF4	-	31670999	31672354	[31671203]
434	chr21	COL6A2	+	46128902	46129801	[46129796, 46129689]
435	chr21	COL6A2	+	46131953	46132848	[46132847]
436	chr21	GATD3	+	44144820	44145711	[44145710, 44145589]
437	chr21	MX2	+	41407990	41409393	[41408652, 41408935, 41409336]
438	chr21	HSPA13	-	14371114	14374284	[14371120, 14372802, 14371410, 14371525, 14372933, 14373077]
439	chr21	GET1	+	39396865	39397889	[39397886, 39397668]
440	chr21	SLX9	+	44976679	44976973	[44976972]
441	chr21	GABPA	+	25769003	25772460	[25772413]
442	chr21	CSTB	-	43773949	43774330	[43773950]
443	chr21	ITGB2	-	44885952	44886430	[44886044]
444	chr21	PFKL	+	44326714	44327373	[44327357]
445	chr21	ADAMTS1	-	26835754	26838278	[26837008, 26837283, 26836290, 26836480]
446	chr21	COL6A1	+	46003390	46005048	[46005047, 46004753]
447	chr15	TCF12	+	57282444	57291310	[57288501, 57289701]
448	chr15	ELL3	-	43772619	43773226	[43772619]
449	chr15	SLC24A1	+	65653829	65656260	[65655857]
450	chr15	TM2D3	-	101641847	101642644	[101641850, 101641982, 101642296]
451	chr15	RAB8B	+	63263526	63267776	[63267758, 63264142]
452	chr15	IL16	+	81308604	81314058	[81309161]
453	chr15	HEXA	-	72340923	72344140	[72343962, 72343858, 72343537]
454	chr15	TMOD3	+	51908775	51915725	[51912100, 51911888, 51914018, 51909807]
455	chr15	GANC	+	42283610	42284421	[42284304]
456	chr15	DENND4A	-	65659122	65661987	[65659141]
457	chr15	NIPA2	+	22866212	22868384	[22866726, 22866952, 22867387, 22867282, 22867767, 22868303]
458	chr15	ZNF710	+	90079659	90082191	[90082044, 90082186]
459	chr15	HAUS2	+	42561269	42561690	[42561680]
460	chr15	HAUS2	+	42566606	42569994	[42567831, 42568026, 42568914, 42569993, 42567026, 42569751]
461	chr15	SORD	+	45073364	45077185	[45074664, 45074827, 45074074]
462	chr15	TLN2	+	62840481	62844631	[62841379, 62844561]
463	chr15	PIGB	+	55355285	55355648	[55355636, 55355426]
464	chr15	SEMA4B	+	90227903	90229661	[90229590]
465	chr15	CHAC1	+	40955372	40956512	[40956467]
466	chr15	HERC1	-	63608617	63609266	[63608657]
467	chr15	CIB1	-	90229974	90230505	[90230251, 90229976, 90230375]
468	chr15	ANP32A	-	68778534	68780142	[68778558, 68779341, 68778913, 68778654]
469	chr15	LRRC49	+	71049408	71053658	[71049971]
470	chr15	PRC1	-	90966039	90967202	[90966222, 90966043, 90966437]
471	chr15	CDIN1	+	36808323	36810244	[36810191]
472	chr15	NR2F2	+	96337347	96340263	[96337836, 96338815, 96340249, 96338603, 96338151]
473	chr15	HYPK	+	43801710	43804427	[43801881]
474	chr15	MESP1	-	89749874	89750227	[89749882]
475	chr15	EHD4	-	41895932	41901181	[41899456]
476	chr15	ARID3B	+	74595610	74598131	[74598122]
477	chr15	C15orf48	+	45432947	45433340	[45433331]
478	chr15	CCDC32	-	40553098	40554127	[40553265, 40553106]
479	chr15	PDE8A	+	85137796	85139142	[85139110]
480	chr15	UACA	-	70654553	70657127	[70656926, 70656549, 70656388]
481	chr15	PPIB	-	64155816	64156145	[64155819]
482	chr15	KIF7	-	89627976	89628786	[89627995]
483	chr15	THSD4	+	71777231	71783383	[71783322, 71780546, 71780300]
484	chr15	DPH6	-	35370879	35372203	[35370951, 35371090]
485	chr15	UBE3A	-	25333727	25339257	[25339098, 25333816, 25337744, 25337491, 25337226, 25333894, 25337348, 25339236]
486	chr15	PML	+	74044220	74047827	[74046763]
487	chr15	PDCD7	-	65117378	65118840	[65117380, 65117547]
488	chr15	RPP25	-	74954417	74956772	[74954421, 74955329]
489	chr15	SNX33	+	75656961	75662301	[75662244, 75658580]
490	chr15	MPI	+	74897511	74902219	[74898221, 74900159, 74898014, 74900270, 74901125]
491	chr15	UNC45A	+	90953458	90954093	[90954079, 90953887]
492	chr15	SLTM	-	58879049	58880107	[58879049, 58879440]
493	chr15	ICE2	-	60419608	60423762	[60423363, 60421504, 60423128]
494	chr15	SMAD3	+	67190412	67195169	[67195166, 67191496, 67195056]
495	chr15	CHST14	+	40470983	40473158	[40473142]
496	chr15	NR2E3	+	71817551	71818253	[71818223]
497	chr15	ABHD2	+	89195226	89202355	[89202341, 89201066, 89200695, 89202178]
498	chr15	FBXO22	+	75932684	75942511	[75941906, 75933119, 75942502, 75934083]
499	chr15	MYEF2	-	48134631	48143071	[48142247, 48140117, 48141831, 48140559]
500	chr15	FAN1	+	30937118	30943108	[30943085]
501	chr15	INTS14	-	65578756	65579659	[65579138, 65578768]
502	chr15	SNUPN	-	75598085	75598681	[75598197, 75598095]
503	chr15	MAPK6	+	52063901	52067375	[52066246, 52065974, 52066126, 52065851, 52064282]
504	chr15	TEX9	+	56428366	56445883	[56443693, 56444578, 56444673]
505	chr15	C15orf61	+	67526417	67530146	[67526632]
506	chr15	DTWD1	+	49643330	49656232	[49645110, 49643627]
507	chr15	ZNF609	+	64681308	64686068	[64686067, 64685140]
508	chr15	PYGO1	-	55538883	55547147	[55538903, 55540920, 55542001]
509	chr15	EFL1	-	82130232	82130561	[82130241, 82130325]
510	chr15	TMED3	+	79321977	79322840	[79322839]
511	chr15	ADAL	+	43351750	43354569	[43354143]
512	chr15	SPRED1	+	38351013	38357249	[38354047, 38353861, 38356365]
513	chr15	RPAP1	-	41517175	41517691	[41517205]
514	chr15	EDC3	-	74630557	74632946	[74631579]
515	chr15	ALDH1A3	+	100914700	100916626	[100916625, 100915211]
516	chr15	CTSH	-	78921057	78922205	[78921767]
517	chr15	RPS27L	-	63148248	63154060	[63153835, 63153373]
518	chr15	FAM227B	-	49326969	49328675	[49328129, 49328375]
519	chr15	COX5A	-	74919790	74923770	[74920279, 74919952, 74919804, 74920446, 74923648]
520	chr15	HACD3	+	65576302	65578349	[65576486, 65578348, 65578201, 65577267]
521	chr15	ULK3	-	74836117	74837244	[74836119, 74836294]
522	chr15	NRG4	-	75940935	75943654	[75941771, 75942421]
523	chr15	MAN2C1	-	75355791	75356032	[75355802]
524	chr15	MESD	-	80975751	80979477	[80978980, 80979313, 80975762, 80978672, 80978218, 80978801]
525	chr15	HMG20A	+	77479178	77485603	[77485591, 77479605]
526	chr15	IMP3	-	75639092	75640224	[75639094]
527	chr15	MEF2A	+	99712389	99716488	[99713385, 99716365, 99716142, 99714035, 99715335, 99714206]
528	chr15	ABHD17C	+	80754150	80755621	[80755537, 80755236]
529	chr15	OIP5	-	41309272	41309849	[41309286]
530	chr15	TICRR	+	89626955	89628023	[89627972]
531	chr15	TLE3	-	70047789	70050204	[70047833, 70048223, 70048307, 70048418]
532	chr15	ACSBG1	-	78167467	78171529	[78169466, 78169106, 78170333]
533	chr15	KNSTRN	+	40391948	40394288	[40394248]
534	chr15	MFGE8	-	88898682	88899532	[88898683]
535	chr15	TJP1	-	29699366	29701689	[29700155]
536	chr15	PARP16	-	65258098	65259545	[65258140]
537	chr15	SCAPER	-	76347903	76348736	[76348201]
538	chr15	ISL2	+	76341718	76342475	[76342429]
539	chr15	UBL7	-	74445976	74446227	[74445983]
540	chr15	FAM98B	+	38484254	38487710	[38484927, 38486212, 38485072, 38484708]
541	chr15	TPM1	+	63062575	63066178	[63066172, 63066082, 63065839, 63062771, 63063072, 63064313]
542	chr15	TPM1	+	63069869	63071915	[63071914, 63071692, 63070576]
543	chr15	LRRK1	+	101068670	101078257	[101070079]
544	chr15	PARP6	-	72241180	72241557	[72241196, 72241383]
545	chr15	RAMAC	+	82989880	82991057	[82990998, 82990779, 82990184]
546	chr15	USP8	+	50498902	50514421	[50499753, 50508069]
547	chr15	PKM	-	72199028	72199756	[72199029]
548	chr15	CCDC9B	-	40331451	40335700	[40331468]
549	chr15	USP3	+	63590660	63594633	[63594589, 63591462]
550	chr15	HOMER2	-	82848982	82849903	[82849005]
551	chr15	IREB2	+	78498032	78501453	[78501448, 78500548, 78501239]
552	chr15	BAHD1	+	40465940	40468236	[40467898, 40468229]
553	chr15	RSL24D1	-	55180805	55182225	[55181315, 55180826, 55181778, 55181468, 55181977]
554	chr15	ARHGAP11A	+	32636256	32639941	[32639015, 32638738]
555	chr15	CLN6	-	68206991	68208410	[68206993]
556	chr15	TIPIN	-	66336190	66337181	[66336833]
557	chr15	MAN2A2	+	90919634	90922579	[90920873, 90921192]
558	chr15	CLPX	-	65148218	65150913	[65148849, 65150483, 65148232]
559	chr15	NEIL1	+	75354963	75357115	[75355948, 75355211]
560	chr15	CSK	+	74802330	74803197	[74803111, 74802898]
561	chr15	FAH	+	80186129	80186949	[80186420]
562	chr15	DIS3L	+	66333003	66333898	[66333703, 66333897]
563	chr15	ARPIN-AP3S2	-	89830598	89835643	[89834307, 89830610, 89833574]
564	chr15	PEAK1	-	77108157	77115319	[77108158, 77112834]
565	chr15	NPTN	-	73560013	73561970	[73560017]
566	chr15	SLC24A5	+	48142028	48142672	[48142349]
567	chr15	SNRPN	+	24978406	24978723	[24978583]
568	chr15	RBPMS2	-	64739890	64741242	[64739895, 64740017]
569	chr15	TUBGCP4	+	43405201	43409771	[43407361, 43407564, 43407467, 43405978, 43409723]
570	chr15	PSMA4	+	78548789	78552417	[78548878, 78549210]
571	chr15	TSPAN3	-	77041403	77046927	[77046029, 77046718, 77046316]
572	chr15	CEMIP	+	80948796	80951771	[80951765, 80951639]
573	chr15	TLNRD1	+	81000922	81005788	[81003785, 81003964]
574	chr15	FEM1B	+	68289606	68295862	[68293714, 68295837, 68295694]
575	chr15	IQGAP1	+	90499994	90502239	[90502175, 90501545, 90501386]
576	chr15	SNURF	+	24967931	24978723	[24978583]
577	chr15	CIB2	-	78104605	78105332	[78104680]
578	chr15	SNX1	+	64137567	64144231	[64138005, 64144197, 64142434]
579	chr15	VPS39	-	42158700	42160829	[42158714]
580	chr15	LACTB	+	63129484	63131467	[63130512]
581	chr15	LACTB	+	63141279	63142061	[63141915, 63142053, 63141711]
582	chr15	ZFYVE19	+	40814147	40815084	[40814544]
583	chr15	BTBD1	-	83016422	83018853	[83016442, 83016710, 83017248]
584	chr15	DMXL2	-	51447790	51449193	[51447801, 51448001]
585	chr15	CIAO2A	-	64072564	64075537	[64072568, 64072828, 64072722]
586	chr15	MINDY2	+	58854481	58861900	[58860548, 58861870, 58857506]
587	chr15	SPG21	-	64963021	64963736	[64963040, 64963212, 64963379]
588	chr15	UBE2Q2	+	75899426	75901078	[75901033, 75900870]
589	chr15	VPS18	+	40902615	40903975	[40903970]
590	chr15	DET1	-	88512479	88513140	[88512529]
591	chr15	DISP2	+	40367057	40378621	[40371012]
592	chr15	WHAMM	+	82833228	82836108	[82834664]
593	chr15	ANKDD1A	+	64957102	64958691	[64958480]
594	chr15	POLGARF	-	89316319	89330276	[89316320, 89316771, 89317801, 89328091]
595	chr15	SELENOS	-	101270808	101272856	[101272446, 101272196]
596	chr15	WDR73	-	84639284	84643723	[84642776, 84643123, 84641873, 84639288]
597	chr15	ANPEP	-	89784894	89785501	[89784894]
598	chr15	TTBK2	-	42738729	42746257	[42738977, 42744374]
599	chr15	ZFAND6	+	80137479	80138393	[80138379, 80138008, 80138148]
600	chr15	OAZ2	-	64687573	64688834	[64688477, 64687576]
601	chr15	KIF23	+	69446870	69448427	[69448416, 69448229]
602	chr15	CRTC3	+	90641931	90645345	[90645170, 90645319]
603	chr15	BLOC1S6	+	45605427	45609716	[45609666, 45607776, 45606413]
604	chr15	GLCE	+	69268219	69272207	[69272183, 69271994]
605	chr15	ANXA2	-	60347150	60347689	[60347150, 60347327]
606	chr15	NGRN	+	90271187	90272211	[90272206]
607	chr15	GALK2	+	49327951	49331882	[49328361, 49328525, 49329817]
608	chr15	DNAAF4	-	55430307	55430779	[55430388]
609	chr15	PPCDC	+	75049149	75050726	[75049730]
610	chr15	SECISBP2L	-	48988637	48992926	[48988642, 48988769, 48989207]
611	chr15	UBR1	-	42942896	42945470	[42942984, 42945178]
612	chr15	APH1B	+	63305613	63309126	[63309078, 63305904]
613	chr15	CEP152	-	48737937	48739288	[48737961]
614	chr15	TP53BP1	-	43403060	43407570	[43407214, 43407362, 43403110, 43407468, 43405898]
615	chr15	TBC1D2B	-	77994984	77998355	[77995018, 77995122]
616	chr15	ZNF770	-	34978340	34983490	[34978344, 34978721, 34978559]
617	chr15	ISLR2	+	74132746	74136802	[74136792]
618	chr15	TMEM62	+	43184259	43185144	[43184991, 43185117]
619	chr15	RMDN3	-	40735886	40736594	[40735894]
620	chr15	BUB1B	+	40220563	40221123	[40221120, 40220815]
621	chr15	SPG11	-	44562695	44563301	[44562695, 44562733, 44562889]
622	chr15	STARD5	-	81309052	81313403	[81309084]
623	chr15	IGF1R	+	98957060	98964530	[98964514, 98959836, 98958708, 98957571]
624	chr15	LARP6	-	70829129	70833116	[70831585]
625	chr15	LARP6	-	70851445	70851720	[70851454]
626	chr15	NMB	-	84655131	84655409	[84655164]
627	chr15	MYO9A	-	71822290	71827043	[71826018, 71826170]
628	chr15	FURIN	+	90881285	90883457	[90883435]
629	chr15	ZSCAN2	+	84606528	84606885	[84606729, 84606883]
630	chr15	ZSCAN2	+	84616308	84616611	[84616604]
631	chr15	ZSCAN2	+	84620601	84623716	[84623715]
632	chr15	SPPL2A	-	50702265	50707874	[50702274, 50704542, 50707596]
633	chr15	ZNF106	-	42412822	42417453	[42415149, 42415763, 42412826, 42412974]
634	chr15	TUBGCP5	-	22999176	22999866	[22999228]
635	chr15	MORF4L1	+	78896982	78898139	[78897733, 78897230]
636	chr15	TM6SF1	+	83127357	83137408	[83134354]
637	chr15	MAP2K1	+	66490501	66491544	[66491510, 66491111]
638	chr15	COPS2	-	49122726	49128094	[49125302, 49125471, 49127362, 49125628, 49126078]
639	chr15	VPS33B	-	90998415	90999054	[90998681]
640	chr15	ARNT2	+	80593599	80597933	[80597932, 80597763, 80597573]
641	chr15	IDH3A	+	78168921	78171945	[78169252, 78169587, 78170537]
642	chr15	PEX11A	-	89681534	89683948	[89683077, 89681676]
643	chr15	SKIC8	-	78283234	78283521	[78283258, 78283374]
644	chr15	ADPGK	-	72751293	72752895	[72751376]
645	chr15	MAP1A	+	43530068	43531611	[43531608]
646	chr15	AVEN	-	33866226	33866728	[33866469, 33866280]
647	chr15	MAP2K5	+	67806645	67807114	[67807103]
648	chr15	CCPG1	-	55355238	55360944	[55355448, 55355682, 55360393, 55355271, 55358908, 55357343]
649	chr15	SQOR	+	45690972	45691281	[45691280]
650	chr15	SCAMP2	-	74843729	74845217	[74844871, 74843734]
651	chr15	LCMT2	-	43323648	43330573	[43327927]
652	chr15	RAD51	+	40731054	40732340	[40731591, 40731333]
653	chr15	FAM81A	+	59521253	59523555	[59523500]
654	chr15	GNB5	-	52115099	52122768	[52122222, 52121631]
655	chr15	STOML1	-	73978925	73984130	[73983236]
656	chr15	JMJD7	+	41837067	41837581	[41837580, 41837420]
657	chr15	AEN	+	88630057	88632281	[88632280]
658	chr15	MGA	+	41766003	41769940	[41769757]
659	chr15	SNAP23	+	42531412	42533058	[42533053, 42532832]
660	chr15	ARPP19	-	52547044	52552104	[52551202, 52547114, 52547235, 52551367]
661	chr15	EIF2AK4	+	40035026	40035591	[40035590, 40035470]
662	chr15	TMOD2	+	51808419	51816363	[51816246, 51816336]
663	chr15	RAB27A	-	55202965	55205705	[55203010]
664	chr15	CALML4	-	68190704	68194112	[68193811]
665	chr15	BMF	-	40087889	40091888	[40087908, 40087998]
666	chr15	RPLP1	+	69455427	69456205	[69455560]
667	chr15	DUT	+	48342021	48343373	[48343367, 48342135, 48342516, 48343271]
668	chr15	GPR176	-	39799007	39802254	[39799024]
669	chr15	CHSY1	-	101175726	101178980	[101175735, 101176078, 101176226, 101175924]
670	chr15	NOP10	-	34341718	34342108	[34341719]
671	chr15	PTPN9	-	75463250	75468983	[75467144, 75468156]
672	chr15	TRIP4	+	64454996	64455303	[64455301]
673	chr15	NSMCE3	-	29264988	29269822	[29268214]
674	chr15	VPS13C	-	61852388	61854558	[61852402]
675	chr15	PIF1	-	64815631	64816357	[64815632]
676	chr15	CLK3	+	74629706	74630201	[74630140]
677	chr15	AKAP13	+	85744627	85749358	[85749331, 85746211]
678	chr15	NEDD4	-	55826916	55829999	[55826940]
679	chr15	HERC2	-	28111039	28112035	[28111233]
680	chr15	CA12	-	63321377	63326357	[63323533, 63324723]
681	chr15	LRRC57	-	42537828	42544124	[42541777]
682	chr15	ADAM10	-	58588808	58597641	[58595445, 58597188, 58597281, 58597012, 58595611, 58593203]
683	chr15	KLF13	+	31372009	31377899	[31377870]
684	chr15	TRPM7	-	50557157	50561808	[50560305, 50560417]
685	chr15	HDGFL3	-	83127752	83139275	[83138084, 83137814, 83138183, 83134252]
686	chr15	KNL1	+	40662073	40664342	[40664326]
687	chr15	SERF2	+	43793575	43796089	[43794046, 43796057, 43795854, 43793751, 43794559]
688	chr15	RCN2	+	76949069	76954393	[76949985, 76949456]
689	chr15	CHD2	+	93024371	93027996	[93027975]
690	chr15	ETFA	-	76215352	76216597	[76216072, 76216505, 76215391]
691	chr15	NEO1	+	73302612	73305205	[73305190]
692	chr15	ARPIN	-	89895005	89901803	[89896603, 89896257, 89900590, 89901522]
693	chr15	CTDSPL2	+	44524108	44529038	[44528902, 44526218, 44525961]
694	chr15	CAPN3	+	42411746	42412317	[42412301]
695	chr15	WDR76	+	43866127	43868412	[43867423, 43867003, 43868375, 43868246]
696	chr15	AP3S2	-	89830598	89835643	[89834307, 89830610, 89833574]
697	chr15	SNX22	+	64154386	64157481	[64156822, 64156146]
698	chr15	RAB11A	+	65887700	65891989	[65890924, 65888082, 65891971, 65889850]
699	chr15	GOLM2	+	44413335	44415758	[44415748, 44415510]
700	chr15	INO80	-	40978879	40980440	[40978911]
701	chr15	FBN1	-	48408312	48411379	[48410106, 48410289]
702	chr15	ARIH1	+	72583207	72602987	[72597077, 72583963, 72586557]
703	chr15	SRP14	-	40035689	40036500	[40036040, 40035754]
704	chr15	PAQR5	+	69403580	69407780	[69407128]
705	chr15	RTF1	+	41480580	41483563	[41482980, 41482262, 41481436]
706	chr15	SLC12A6	-	34229783	34233972	[34229788, 34231624]
707	chr15	POLR2M	+	57714535	57717557	[57714898, 57717545, 57716924, 57716195]
708	chr15	GTF2A2	-	59638061	59639157	[59638872]
709	chr15	MEX3B	-	82041777	82044613	[82041821]
710	chr15	STARD9	+	42719472	42720998	[42720872]
711	chr15	STRA6	-	74179465	74180243	[74179466]
712	chr15	STRA6	-	74194386	74195675	[74194396]
713	chr15	RCCD1	+	90961617	90963125	[90962348, 90963092]
714	chr15	EIF3J	+	44561017	44562803	[44561386, 44561922, 44561187, 44562747, 44562037, 44562802, 44561710]
715	chr15	FAM219B	-	74899991	74902786	[74900008, 74900173, 74900775]
716	chr15	IVD	+	40418129	40421308	[40421306, 40418820, 40419513]
717	chr15	B2M	+	44716328	44718145	[44718144, 44717739]
718	chr15	GABPB1	-	50275388	50278784	[50277304]
719	chr15	GABPB1	-	50285883	50286183	[50285887]
720	chr15	BNIP2	-	59659145	59664120	[59662860, 59659160, 59663825]
721	chr15	SERINC4	-	43794161	43795213	[43794432]
722	chr15	MFAP1	-	43804491	43805276	[43804565, 43804672]
723	chr15	NTRK3	-	87859750	87877120	[87875014, 87876800]
724	chr15	NTRK3	-	87977363	87979463	[87977364, 87979062]
725	chr15	GOLGA8A	-	34379067	34381613	[34379083, 34379314]
726	chr15	LYSMD2	-	51723010	51723649	[51723133, 51723292]
727	chr15	ZNF592	+	84801862	84806445	[84803250, 84805956]
728	chr15	CSNK1G1	-	64165524	64171985	[64166486, 64169259, 64165588, 64165741, 64171143]
729	chr15	NIPA1	+	22823727	22829789	[22829768, 22825423]
730	chr15	HDDC3	-	90929967	90931556	[90930929]
731	chr15	ZWILCH	+	66546590	66550130	[66549485, 66546677, 66549185]
732	chr15	CDAN1	-	42723543	42724616	[42723617]
733	chr15	COMMD4	+	75339964	75340273	[75340267]
734	chr15	MTFMT	-	65001511	65003256	[65002535]
735	chr15	SEC11A	-	84669543	84670782	[84669547, 84670725]
736	chr15	SNAPC5	-	66489747	66494552	[66491201, 66490966, 66494128]
737	chr15	MTHFS	-	79843546	79845442	[79845017]
738	chr15	ST8SIA2	+	92464099	92468728	[92464531, 92468707, 92465305, 92466245]
739	chr15	SLC30A4	-	45479605	45485317	[45479761]
740	chr15	RPUSD2	+	40573526	40574949	[40574447]
741	chr15	RNF111	+	59094782	59097419	[59096426]
742	chr15	SNRPA1	-	101281509	101281782	[101281524]
743	chr15	POLG	-	89316319	89316827	[89316320, 89316765]
744	chr15	AAGAB	-	67200666	67202898	[67201692, 67201797]
745	chr15	LOXL1	+	73951830	73952136	[73952127]
746	chr15	PLEKHO2	+	64864898	64868002	[64868001]
747	chr15	CSPG4	-	75674321	75677384	[75674759]
748	chr15	CCNDBP1	+	43194726	43197177	[43195065, 43195198]
749	chr15	FSD2	-	82755361	82759600	[82756890]
750	chr15	SLCO3A1	+	92162755	92165903	[92165503, 92163554, 92164272, 92164064]
751	chr15	SLCO3A1	+	92171779	92172435	[92172398]
752	chr15	BBS4	+	72737477	72738473	[72738359, 72738095]
753	chr15	PIAS1	+	68187541	68193847	[68188372, 68188049, 68189728, 68188492]
754	chr15	SCAMP5	+	75018788	75021495	[75021479]
755	chr15	GCOM1	+	57714535	57717557	[57714898, 57717545, 57716924, 57716195]
756	chr15	CD276	+	73712933	73714514	[73714504]
757	chr15	CCNB2	+	59124766	59125045	[59125030]
758	chr15	EMC4	+	34229752	34230156	[34230155]
759	chr15	EID1	+	48878133	48880173	[48879934, 48878916, 48879806, 48879622, 48879335]
760	chr15	BLM	+	90815101	90816166	[90815405]
761	chr15	RGMA	-	93035270	93045705	[93043430]
762	chr15	SIN3A	-	75369378	75372209	[75371026]
763	chr15	RPL4	-	66498014	66499652	[66499311, 66499029]
764	chr15	MYO5A	-	52307282	52313848	[52307287, 52313182]
765	chr15	CHP1	+	41279335	41281887	[41281878]
766	chr15	MESP2	+	89778064	89778754	[89778718]
767	chr15	RPS17	-	82536749	82536881	[82536754]
768	chr15	SMAD6	+	66780996	66782849	[66781987, 66781847]
769	chr15	C15orf40	-	82994816	83005692	[83003132, 83004757]
770	chr15	ASB7	+	100648322	100651701	[100651680]
771	chr15	CYFIP1	-	22867051	22870192	[22867516, 22869467, 22867286, 22869697, 22867098, 22868174]
772	chr15	ZSCAN29	-	43358174	43361941	[43358194, 43358389, 43358489]
